,name,category,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,labels,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id
22,SCS,ops,,cvxgrp/scs,MIT,Splitting Conic Solver.,https://github.com/cvxgrp/scs,https://github.com/cvxgrp/scs,2013-11-29 23:11:16.000,2024-05-10 21:36:09.905,2024-05-02 10:40:53,1242.0,2.0,132.0,35.0,522.0,27.0,26,True,https://www.cvxgrp.org/scs/,37.0,91.0,137.0,2023-11-08 15:47:59.000,3.2.4,38.0,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia', 'r', 'c']",scs,conda-forge/scs,,1094788.0,43.0,,https://pypi.org/project/scs,2023-11-22 12:02:04.000,43.0,1075234.0,https://anaconda.org/conda-forge/scs,2024-05-10 21:36:09.905,821278.0,2.0,,,,,1.0,,
23,ECOS,ops,,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50.000,2024-05-14 14:31:46.000,2022-01-04 22:33:07,622.0,,122.0,67.0,448.0,40.0,26,True,https://github.com/embotech/ecos/wiki,35.0,65.0,95.0,2024-02-07 00:03:53.000,2.0.13,23.0,"['python', 'julia', 'c', 'octave', 'r']",ecos,conda-forge/ecos,,1104018.0,46.0,,https://pypi.org/project/ecos,2024-02-07 00:03:53.000,46.0,1086225.0,https://anaconda.org/conda-forge/ecos,2024-02-07 08:57:15.979,747331.0,2.0,,,,,1.0,,
24,JuMP,opl,,jump-dev/JuMP.jl,MPL-2.0,Julia-based Optimization Modeling Language.,https://github.com/jump-dev/JuMP.jl,https://jump.dev,2012-10-10 00:34:45.000,2024-05-16 12:29:27.000,2024-05-16 01:22:59,4893.0,42.0,387.0,86.0,2147.0,151.0,25,True,https://jump.dev/JuMP.jl/stable/,83.0,2257.0,1429.0,2024-05-12 20:07:05.000,1.22.0,71.0,"['gha', 'jupyter', 'julia']",,,,,,,,,,,,,,3.0,,,,,-1.0,,
25,GridCal,steady-state,,SanPen/GridCal,LGPL-3,Cross-platform power systems software.,https://github.com/SanPen/GridCal,https://www.advancedgridinsights.com/gridcal,2016-01-13 15:40:10.000,2024-05-16 18:08:47.000,2024-05-07 12:36:44,4744.0,773.0,86.0,40.0,386.0,44.0,25,True,https://gridcal.readthedocs.io/en/latest/?badge=latest,31.0,112.0,127.0,2024-04-17 09:11:35.000,5.1.8,297.0,"['gha', 'pypi', 'python']",GridCal,,33.0,1488.0,7.0,7.0,https://pypi.org/project/GridCal,2024-04-17 09:11:35.000,,1488.0,,,,1.0,,,,,,,
26,Grid2Op,mrl,,rte-france/Grid2Op,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/rte-france/Grid2Op,https://l2rpn.chalearn.org/,2019-10-10 17:04:46.000,2024-05-03 14:24:07.000,2024-03-18 11:06:00,2947.0,41.0,107.0,43.0,260.0,32.0,25,True,https://grid2op.readthedocs.io/en/latest/,17.0,253.0,298.0,2024-03-18 11:16:45.000,1.10.1,78.0,"['gha', 'pypi', 'jupyter', 'python']",Grid2Op,,,2601.0,11.0,,https://pypi.org/project/Grid2Op,2024-03-18 11:16:45.000,11.0,2425.0,,,,1.0,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,9733.0,,1.0,
27,Power Grid Model,steady-state,,PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31.000,2024-05-16 14:12:45.000,2024-05-16 12:01:21,4920.0,597.0,24.0,57.0,125.0,21.0,25,True,https://power-grid-model.readthedocs.io/en/stable/,5.0,456.0,83.0,2024-05-16 13:21:58.000,1.7.54,392.0,"['gha', 'pypi', 'conda', 'python', 'c']",power-grid-model,conda-forge/power-grid-model,263.0,43361.0,8.0,7.0,https://pypi.org/project/power-grid-model,2024-05-16 13:21:33.000,1.0,26574.0,https://anaconda.org/conda-forge/power-grid-model,2024-05-14 23:08:19.196,200936.0,1.0,,,,,,,
28,Clarabel.rs,ops,,oxfordcontrol/Clarabel.rs,Apache-2.0,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34.000,2024-05-13 22:28:35.000,2024-03-05 20:46:46,354.0,43.0,18.0,11.0,256.0,6.0,24,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,10.0,73.0,14.0,2024-03-01 23:17:00.000,0.7.1,12.0,"['gha', 'pypi', 'conda', 'python', 'rust']",clarabel,conda-forge/clarabel,,818911.0,30.0,12.0,https://pypi.org/project/clarabel,2024-03-01 23:17:00.000,18.0,812448.0,https://anaconda.org/conda-forge/clarabel,2024-03-02 16:55:59.106,45241.0,3.0,,,,,,,
29,LTB ANDES,phasor,,CURENT/andes,GPL-3,Transient Stability Simulator; CURENT LTB.,https://github.com/CURENT/andes,https://ltb.curent.org/,2016-11-07 01:04:50.000,2024-04-16 23:22:24.000,2024-03-25 17:33:54,4470.0,25.0,100.0,7.0,202.0,22.0,24,True,https://docs.andes.app/en/latest/,16.0,274.0,52.0,2024-03-25 17:45:07.000,1.9.2,113.0,"['gha', 'azure', 'pypi', 'conda', 'jupyter', 'python']",andes,conda-forge/andes,,9837.0,18.0,16.0,https://pypi.org/project/andes,2024-03-25 17:45:07.000,2.0,718.0,https://anaconda.org/conda-forge/andes,2024-03-25 19:30:11.820,437673.0,1.0,cuihantao/andes,https://hub.docker.com/r/cuihantao/andes,2020-12-10 15:50:41.614180,120.0,,,
30,pandapipes,gasnet,,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57.000,2024-05-15 11:35:44.000,2024-05-07 07:34:12,1859.0,95.0,50.0,51.0,124.0,22.0,24,True,https://jkpandapipes.readthedocs.io/en/latest/,11.0,448.0,79.0,2024-04-09 14:04:00.000,0.10.0,17.0,"['gha', 'pypi', 'jupyter', 'python']",pandapipes,,,1113.0,24.0,20.0,https://pypi.org/project/pandapipes,2024-04-09 14:04:00.000,4.0,1113.0,,,,1.0,,,,,,,
31,MATPOWER,steady-state,,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30.000,2024-05-08 00:03:51.000,2024-05-07 22:20:33,2494.0,63.0,151.0,35.0,389.0,17.0,23,True,https://matpower.org/doc/,29.0,43.0,177.0,2020-10-08 23:57:49.000,7.1,4.0,"['gha', 'octave']",,,475035.0,7211.0,,,,,,,,,,2.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2024-05-03 16:54:01.709839,1300.0,,,
32,GridStatus,data,,kmax12/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/kmax12/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20.000,2024-05-09 19:01:50.000,2024-05-08 13:43:39,375.0,37.0,42.0,66.0,251.0,21.0,23,True,https://docs.gridstatus.io/en/latest/,7.0,275.0,59.0,2024-03-04 18:21:13.000,0.27.0,27.0,"['gha', 'pypi', 'python']",gridstatus,,,3300.0,10.0,9.0,https://pypi.org/project/gridstatus,2024-03-04 18:21:13.000,1.0,3300.0,,,,1.0,,,,,1.0,,
33,powerplantmatching,data,,PyPSA/powerplantmatching,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,https://pypsa.org,2016-08-15 16:36:25.000,2024-05-12 18:50:25.552,2024-05-12 16:01:31,911.0,30.0,49.0,25.0,143.0,24.0,23,True,https://atlite.readthedocs.io/en/master/?badge=master,20.0,83.0,57.0,2024-05-12 16:02:35.000,0.5.15,25.0,"['gha', 'pypi', 'conda', 'python']",powerplantmatching,conda-forge/powerplantmatching,57.0,1973.0,48.0,48.0,https://pypi.org/project/powerplantmatching,2024-05-12 16:02:25.000,,1178.0,https://anaconda.org/conda-forge/powerplantmatching,2024-05-12 18:50:25.552,32606.0,1.0,,,,,,,
34,HELICS,msg,,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19.000,2024-05-16 13:07:44.000,2024-04-08 16:57:07,3511.0,24.0,40.0,83.0,117.0,38.0,23,True,https://docs.helics.org/en/latest/,13.0,1967.0,564.0,2024-04-10 23:46:34.000,3.5.2,103.0,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c']",helics,conda-forge/helics,21819.0,7768.0,7.0,,https://pypi.org/project/helics,2024-04-10 23:46:34.000,7.0,7189.0,https://anaconda.org/conda-forge/helics,2023-06-16 16:09:19.777,20271.0,1.0,,,,,,,
35,CBC,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://github.com/coin-or/Cbc,2016-05-16 16:52:52.581,2024-05-01 10:00:19.000,2024-04-17 15:55:34,2473.0,8.0,103.0,126.0,736.0,30.0,22,True,https://coin-or.github.io/Cbc/Doxygen/,39.0,63.0,350.0,2023-10-25 18:18:31.000,releases/2.10.11,12.0,"['gha', 'conda', 'python', 'julia', 'c']",,conda-forge/coincbc,22448.0,10604.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2023-06-16 13:17:24.974,982113.0,3.0,,,,,,,
36,PyPSA-Eur,steady-state,,PyPSA/pypsa-eur,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur,https://pypsa.org,2017-10-11 23:54:41.000,2024-05-15 16:18:25.000,2024-05-15 16:18:15,4646.0,540.0,201.0,176.0,289.0,65.0,22,True,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,16.0,675.0,270.0,2024-02-19 16:27:19.000,0.10.0,14.0,"['gha', 'python']",,,,0.0,,,,,,,,,,2.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,2022-04-11 21:54:31.539284,37.0,,,
37,PowerSimulations.jl,steady-state,,NREL-Sienna/PowerSimulations.jl,BSD-3,Power Systems optimization simulation and modeling; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulations.jl,https://www.nrel.gov/analysis/sienna.html,2017-11-03 21:11:22.000,2024-05-16 00:08:22.000,2024-05-13 20:30:22,8492.0,70.0,50.0,36.0,264.0,36.0,22,True,https://nrel-sienna.github.io/PowerSimulations.jl/latest,19.0,793.0,268.0,2024-03-27 03:55:57.000,0.27.8,100.0,"['gha', 'julia']",,,,,,,,,,,,,,2.0,,,,,,,
38,Atlite,data,,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25.000,2024-05-06 08:50:39.000,2024-05-06 08:50:39,723.0,8.0,77.0,27.0,244.0,29.0,22,True,https://atlite.readthedocs.io/en/master/?badge=master,14.0,236.0,85.0,2023-10-25 10:29:04.000,0.2.12,16.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",atlite,conda-forge/atlite,,5502.0,58.0,58.0,https://pypi.org/project/atlite,2023-10-25 07:26:07.000,,4574.0,https://anaconda.org/conda-forge/atlite,2023-10-25 10:06:22.403,43619.0,3.0,,,,,-1.0,,
39,PowSyBl Core,steady-state,,powsybl/powsybl-core,MPL-2.0,Framework to build power system software.,https://github.com/powsybl/powsybl-core,https://www.powsybl.org,2017-09-29 14:51:18.000,2024-05-16 16:37:35.000,2024-05-14 14:32:29,3173.0,90.0,36.0,238.0,119.0,107.0,22,True,https://www.javadoc.io/doc/com.powsybl/powsybl-core/latest/,20.0,2519.0,314.0,2024-05-02 13:36:06.000,6.3.1,97.0,"['gha', 'java']",,,95.0,1.0,76.0,76.0,,,,,,,,2.0,,,,,,,
40,Dynaωo,phasor,,dynawo/dynawo,MPL-2.0,C++/Modelica simulation tools for power systems.,https://github.com/dynawo/dynawo,http://dynawo.org,2019-01-29 13:29:35.000,2024-05-16 15:43:16.000,2024-05-16 15:07:09,2234.0,72.0,21.0,100.0,63.0,50.0,22,True,https://dynawo.github.io/docs/,9.0,1867.0,1261.0,2023-10-05 07:46:05.000,1.5.0,16.0,['gha'],,,15216.0,237.0,,,,,,,,,,1.0,,,,,,,
41,LightSim2Grid,steady-state,,BDonnot/lightsim2grid,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/BDonnot/lightsim2grid,https://l2rpn.chalearn.org/,2020-03-09 07:35:27.000,2024-04-29 10:18:27.000,2024-04-22 18:08:18,697.0,108.0,9.0,13.0,45.0,5.0,22,True,https://lightsim2grid.readthedocs.io/en/latest/,3.0,37.0,33.0,2024-04-22 18:09:02.000,0.8.2,25.0,"['gha', 'pypi', 'python']",LightSim2Grid,,101.0,6642.0,43.0,34.0,https://pypi.org/project/LightSim2Grid,2024-04-22 12:52:14.000,9.0,6637.0,,,,2.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,188.0,1.0,,
42,PowerGenome,steady-state,,PowerGenome/PowerGenome,MIT,Create inputs for power systems models.,https://github.com/PowerGenome/PowerGenome,https://groups.io/g/powergenome,2019-07-18 17:33:40.000,2024-05-15 17:00:58.000,2024-05-14 20:54:13,1751.0,153.0,61.0,72.0,193.0,17.0,21,True,https://github.com/PowerGenome/PowerGenome/wiki,19.0,196.0,77.0,2024-05-14 20:58:08.000,0.6.3,18.0,"['gha', 'pypi', 'conda', 'python']",PowerGenome,conda-forge/powergenome,,219.0,,,https://pypi.org/project/PowerGenome,2024-05-14 20:58:08.000,,180.0,https://anaconda.org/conda-forge/powergenome,2024-01-02 04:04:47.685,158.0,2.0,,,,,,,
