,name,category,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,labels,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
14,ELEC0447 Analysis of Electric Power and Energy Systems,book,True,bcornelusse/ELEC0447-analysis-power-systems,BSD-2.0,Masters course of power systems analysis at ULige.,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,2020-06-17 14:45:34,2024-11-28 10:42:50.000000,2024-11-28 10:42:45,268.0,6.0,1.0,20.0,6.0,0,True,,4.0,1.0,,,,,"['python', 'jupyter']",4.0,,,,,,,,,,,,,,,,,,,,,
15,Tutorial on DER Hosting Capacity Part 0,book,True,Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,BSD-3.0,Using dss_python.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,https://sites.google.com/view/luisfochoa/research/research-team,2022-11-30 04:16:00,2024-12-09 04:10:44.000000,2024-12-09 04:10:38,45.0,1.0,,5.0,5.0,0,True,,,,,,,,['jupyter'],2.0,,,,,,,,,,,,,,,,,,,,,
16,Tutorial on DER Hosting Capacity Part 1,book,True,Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,BSD-3.0,Advanced Tools for the Analysis of Three-Phase Unbalanced LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,https://sites.google.com/view/luisfochoa/research/research-team,2023-03-09 03:28:07,2024-12-09 04:11:06.000000,2024-12-09 04:11:01,32.0,3.0,,1.0,5.0,0,True,,,,,,,,['jupyter'],2.0,,,,,,,,,,,,,,,,,,,,,
17,Tutorial on DER Hosting Capacity Part 2,book,True,Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,BSD-3.0,Time-Series Analysis and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,https://sites.google.com/view/luisfochoa/research/research-team,2022-12-01 03:15:41,2024-12-09 04:22:49.000000,2024-12-09 04:22:09,39.0,1.0,,2.0,6.0,0,True,,,,,,,,['jupyter'],1.0,,,,,,,,,,,,,,,,,,,,,
18,Tutorial on DER Hosting Capacity Part 3,book,True,Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,BSD-3.0,Volt-Watt Control and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,https://sites.google.com/view/luisfochoa/research/research-team,2023-05-29 06:17:07,2024-12-09 03:05:32.000000,2024-12-09 03:05:23,18.0,,,1.0,4.0,0,True,,,,,,,,['jupyter'],1.0,,,,,,,,,,,,,,,,,,,,,
19,Tutorial on DER Hosting Capacity Part 4,book,True,Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,BSD-3.0,Monte Carlo Assessment of PV Hosting Capacity of an Integrated MV-LV Network.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,https://sites.google.com/view/luisfochoa/research/research-team,2023-05-29 23:51:23,2024-12-09 03:42:30.000000,2024-12-09 03:42:26,27.0,2.0,,2.0,5.0,0,True,,,,,,,,['jupyter'],2.0,,,,,,,,,,,,,,,,,,,,,
20,OR-Tools,ops,,google/or-tools,Apache-2,Google Optimization Tools.,https://github.com/google/or-tools,https://developers.google.com/optimization/,2015-02-21 01:25:35,2025-01-30 13:27:28.000000,2025-01-19 16:45:11,13270.0,2156.0,59.0,11565.0,182.0,39,True,https://developers.google.com/optimization/introduction,309.0,487.0,2940.0,2024-09-16 06:27:03.000,9.11.4210,79.0,"['gha', 'python', 'c', 'java']",10.0,ortools,conda-forge/ortools-python,856448.0,1652224.0,541.0,283.0,https://pypi.org/project/ortools,2024-09-16 06:27:03.000,258.0,1642170.0,https://anaconda.org/conda-forge/ortools-python,2023-06-16 19:27:43.665,93921.0,1.0,,,,,,,
21,Xopt,ops,,google/or-tools,MPL-2.0,Flexible high-level optimization in Python.,https://github.com/google/or-tools,https://github.com/google/or-tools,2015-02-21 01:25:35,2025-01-30 13:27:28.000000,2025-01-19 16:45:11,13270.0,2156.0,59.0,11565.0,182.0,37,True,https://xopt.xopt.org/index.html,309.0,487.0,2940.0,2025-01-08 17:14:35.000,2.5.1,48.0,"['gha', 'python', 'pypi', 'conda']",10.0,xopt,conda-forge/xopt,856448.0,10174.0,286.0,283.0,https://pypi.org/project/xopt,2025-01-08 17:14:35.000,3.0,1603.0,https://anaconda.org/conda-forge/xopt,2025-01-08 17:59:18.838,41625.0,1.0,,,,,,,
22,CVXPY,opl,,cvxpy/cvxpy,Apache-2,Convex optimization modeling language.,https://github.com/cvxpy/cvxpy,https://github.com/cvxpy/cvxpy,2013-07-01 23:48:58,2025-01-30 17:26:45.000000,2025-01-30 17:26:45,3586.0,1068.0,225.0,5584.0,209.0,37,True,http://www.cvxpy.org/,125.0,1031.0,1270.0,2024-11-14 23:49:14.000,1.5.4,131.0,"['gha', 'pypi', 'conda', 'python']",30.0,cvxpy,conda-forge/cvxpy,543.0,2447395.0,15459.0,14878.0,https://pypi.org/project/cvxpy,2024-11-14 23:49:14.000,581.0,2420696.0,https://anaconda.org/conda-forge/cvxpy,2025-01-05 19:21:22.441,1467960.0,1.0,,,,,,,
23,Pyomo,opl,,Pyomo/pyomo,BSD-3,Python-based Optimization Modeling Language.,https://github.com/Pyomo/pyomo,https://www.pyomo.org,2016-05-27 19:33:45,2025-01-30 01:04:34.000000,2025-01-30 01:04:34,26097.0,519.0,303.0,2096.0,165.0,37,True,https://pyomo.readthedocs.io/en/stable/,61.0,2078.0,1091.0,2024-11-19 00:02:07.000,6.8.2,69.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",288.0,Pyomo,conda-forge/pyomo,3882.0,399339.0,2950.0,2692.0,https://pypi.org/project/Pyomo,2024-11-18 22:55:21.000,258.0,376657.0,https://anaconda.org/conda-forge/pyomo,2024-11-19 06:38:43.936,1241497.0,1.0,,,,,,,
24,Tulip,ops,,google/or-tools,MPL-2.0,Interior-point solver in pure Julia.,https://github.com/google/or-tools,https://github.com/google/or-tools,2015-02-21 01:25:35,2025-01-30 13:27:28.000000,2025-01-19 16:45:11,13270.0,2156.0,59.0,11565.0,182.0,35,True,https://ds4dm.github.io/Tulip.jl/stable/,309.0,487.0,2940.0,2024-09-13 14:35:44.000,9.11,48.0,"['gha', 'julia']",10.0,,,856448.0,7646.0,283.0,283.0,,,,,,,,2.0,,,,,,,
25,HiGHS,ops,,ERGO-Code/HiGHS,MIT,Large-scale Sparse Linear Problem Optimizer.,https://github.com/ERGO-Code/HiGHS,https://highs.dev/,2018-03-27 13:57:58,2025-01-30 17:20:34.000000,2025-01-01 15:29:20,10728.0,193.0,103.0,1035.0,79.0,33,True,https://ergo-code.github.io/HiGHS/,37.0,1229.0,692.0,2024-12-21 00:51:48.000,1.9.0,17.0,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'c']",190.0,highspy,conda-forge/highs,,164770.0,310.0,263.0,https://pypi.org/project/highspy,2024-12-20 19:12:50.000,47.0,163829.0,https://anaconda.org/conda-forge/highs,2024-12-21 09:56:26.096,16943.0,2.0,-1.0,,,,,,
26,pandapower,steady-state,,e2nIEE/pandapower,BSD-3,Convenient Power System Modelling and Analysis.,https://github.com/e2nIEE/pandapower,https://www.pandapower.org/,2017-01-12 13:27:53,2025-01-15 15:11:06.000000,2025-01-15 15:11:06,9489.0,475.0,232.0,917.0,145.0,33,True,https://pandapower.readthedocs.io/en/latest/,53.0,1367.0,826.0,2024-08-07 13:31:06.000,2.14.11,48.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",228.0,pandapower,conda-forge/pandapower,,28646.0,468.0,410.0,https://pypi.org/project/pandapower,2024-12-20 07:06:49.000,58.0,28224.0,https://anaconda.org/conda-forge/pandapower,2024-12-29 08:56:06.461,22353.0,1.0,,pauldepraz/pandapowerapi,https://hub.docker.com/r/pauldepraz/pandapowerapi,2021-02-09 18:05:17.389840,101.0,,
27,OSQP,ops,,osqp/osqp,Apache-2,Operator Splitting QP Solver.,https://github.com/osqp/osqp,https://osqp.org,2016-09-27 03:02:46,2025-01-17 16:40:46.000000,2025-01-17 16:39:58,2858.0,358.0,99.0,1770.0,35.0,31,True,https://osqp.org/docs/get_started/,42.0,281.0,264.0,2024-05-22 20:16:31.000,0.6.7,36.0,"['gha', 'pypi', 'conda', 'python', 'c', 'julia', 'octave', 'r']",8.0,osqp,conda-forge/osqp,92888.0,3425607.0,85.0,,https://pypi.org/project/osqp,2024-10-11 02:13:27.000,85.0,3402343.0,https://anaconda.org/conda-forge/osqp,2024-10-22 00:55:19.396,1068789.0,2.0,1.0,,,,,,
28,PyPSA,steady-state,,PyPSA/PyPSA,MIT,Python for Power System Analysis.,https://github.com/PyPSA/PyPSA,https://pypsa.org,2016-01-11 09:04:18,2025-01-29 12:25:59.000000,2025-01-29 12:25:59,2882.0,476.0,109.0,1338.0,91.0,31,True,https://pypsa.readthedocs.io/en/latest/,73.0,727.0,296.0,2025-01-23 16:10:28.000,0.32.1,64.0,"['gha', 'pypi', 'conda', 'python', 'jupyter']",41.0,pypsa,conda-forge/pypsa,,10203.0,264.0,237.0,https://pypi.org/project/pypsa,2025-01-23 16:10:28.000,27.0,8168.0,https://anaconda.org/conda-forge/pypsa,2025-01-24 08:13:57.114,109923.0,1.0,,,,,,,
29,PySCIPOpt,ops,,scipopt/PySCIPOpt,MIT,Python interface for SCIP.,https://github.com/scipopt/PySCIPOpt,https://www.scipopt.org/,2016-05-19 14:29:21,2025-01-27 13:47:03.000000,2025-01-24 12:57:01,2095.0,252.0,30.0,847.0,76.0,31,True,https://scipopt.github.io/PySCIPOpt/docs/html/,25.0,404.0,511.0,2024-11-14 11:44:24.000,5.2.1,66.0,"['gha', 'pypi', 'conda', 'python']",43.0,PySCIPOpt,conda-forge/pyscipopt,,43739.0,326.0,291.0,https://pypi.org/project/PySCIPOpt,2024-10-31 09:58:56.000,35.0,34881.0,https://anaconda.org/conda-forge/pyscipopt,2024-11-14 17:45:55.490,416348.0,2.0,,,,,,,
30,Ipopt,ops,,coin-or/Ipopt,EPL-2.0,COIN-OR Interior Point Optimizer.,https://github.com/coin-or/Ipopt,https://www.coin-or.org/,2019-01-28 12:24:22,2024-12-16 14:03:01.961000,2024-12-14 15:15:59,2399.0,285.0,13.0,1483.0,35.0,28,True,https://coin-or.github.io/Ipopt/,46.0,35.0,597.0,2024-12-14 15:03:46.000,releases/3.14.17,32.0,"['pypi', 'conda', 'python']",30.0,ipopt,conda-forge/ipopt,18333.0,30373.0,10.0,,https://pypi.org/project/ipopt,2021-04-07 07:03:48.000,10.0,1100.0,https://anaconda.org/conda-forge/ipopt,2024-12-16 14:03:01.961,1476577.0,2.0,,,,,,,
31,OpenModelica,cosime,,OpenModelica/OpenModelica,https://modelica.org/licenses/ModelicaLicense2/,Modelica-based environment for modeling and simulation.,https://github.com/OpenModelica/OpenModelica,https://openmodelica.org,2015-05-03 16:59:29,2025-01-30 18:15:24.000000,2025-01-30 18:15:23,37252.0,310.0,2043.0,911.0,195.0,28,True,https://openmodelica.org/useresresources/userdocumentation,53.0,5060.0,6085.0,2024-12-15 22:08:48.000,1.24.3,25.0,['modelica'],226.0,,,385.0,402.0,,,,,,,,,,1.0,,openmodelica/openmodelica,https://hub.docker.com/r/openmodelica/openmodelica,2024-12-16 07:52:13.524212,46297.0,6.0,
32,SCS,ops,,cvxgrp/scs,MIT,Splitting Conic Solver.,https://github.com/cvxgrp/scs,https://github.com/cvxgrp/scs,2013-11-29 23:11:16,2025-01-28 15:29:11.000000,2025-01-28 15:29:03,1267.0,138.0,44.0,564.0,29.0,28,True,https://www.cvxgrp.org/scs/,36.0,122.0,141.0,2024-08-24 15:40:59.000,3.2.7,44.0,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia', 'r', 'c']",6.0,scs,conda-forge/scs,,3056821.0,56.0,,https://pypi.org/project/scs,2025-01-04 17:00:19.000,56.0,3033306.0,https://anaconda.org/conda-forge/scs,2025-01-05 23:41:30.140,1175781.0,2.0,,,,,,,
33,Power Grid Model,steady-state,,PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31,2025-01-30 16:02:51.000000,2025-01-28 10:10:30,7189.0,33.0,67.0,157.0,25.0,28,True,https://power-grid-model.readthedocs.io/en/stable/,5.0,674.0,142.0,2025-01-28 10:42:54.000,1.10.44,559.0,"['gha', 'pypi', 'conda', 'python', 'c']",550.0,power-grid-model,conda-forge/power-grid-model,412.0,284058.0,31.0,25.0,https://pypi.org/project/power-grid-model,2025-01-28 10:42:35.000,6.0,172088.0,https://anaconda.org/conda-forge/power-grid-model,2025-01-28 20:04:21.222,2237354.0,1.0,,,,,,,
34,CVXOPT,opl,,cvxopt/cvxopt,GPL-3,Python Software for Convex Optimization.,https://github.com/cvxopt/cvxopt,https://cvxopt.org/,2013-02-22 22:14:31,2024-10-23 07:22:22.000000,2024-10-23 07:22:17,58.0,208.0,40.0,1004.0,9.0,27,True,http://cvxopt.org/userguide/,40.0,68.0,150.0,2023-08-09 14:30:49.000,1.3.2,17.0,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia']",,cvxopt,conda-forge/cvxopt,,623751.0,12680.0,12294.0,https://pypi.org/project/cvxopt,2023-08-09 14:30:49.000,386.0,598730.0,https://anaconda.org/conda-forge/cvxopt,2024-09-04 14:43:27.727,1276115.0,2.0,,,,,,,
35,GridCal,steady-state,,SanPen/GridCal,LGPL-3,Cross-platform power systems software.,https://github.com/SanPen/GridCal,https://www.advancedgridinsights.com/gridcal,2016-01-13 15:40:10,2025-01-30 16:50:10.000000,2025-01-22 20:21:58,6815.0,96.0,10.0,435.0,50.0,27,True,https://gridcal.readthedocs.io/en/latest/?badge=latest,33.0,143.0,182.0,2025-01-22 20:21:06.000,5.3.4,372.0,"['gha', 'pypi', 'python']",646.0,GridCal,,49.0,7049.0,10.0,10.0,https://pypi.org/project/GridCal,2025-01-22 20:21:06.000,,7049.0,,,,1.0,-1.0,,,,,,
36,JuMP,opl,,jump-dev/JuMP.jl,MPL-2.0,Julia-based Optimization Modeling Language.,https://github.com/jump-dev/JuMP.jl,https://jump.dev,2012-10-10 00:34:45,2025-01-30 04:31:22.000000,2025-01-30 00:51:13,5016.0,397.0,12.0,2262.0,160.0,26,True,https://jump.dev/JuMP.jl/stable/,84.0,2391.0,1473.0,2025-01-06 23:56:41.000,1.23.6,80.0,"['gha', 'jupyter', 'julia']",45.0,,,,,,,,,,,,,,3.0,1.0,,,,,,
37,precice,cosime,,precice/precice,LGPL-3.0,Precise Code Interaction Coupling Environment.,https://github.com/precice/precice,https://precice.org/,2015-05-22 14:05:22,2025-01-30 03:15:45.035652,2025-01-27 12:26:37,5271.0,184.0,203.0,777.0,58.0,26,True,https://precice.org/docs.html,39.0,1292.0,676.0,2024-08-27 19:31:17.000,3.1.2,32.0,"['gha', 'c']",55.0,pyprecice,conda-forge/pyprecice,31773.0,3940.0,8.0,,https://pypi.org/project/pyprecice,2024-12-05 11:33:19.000,8.0,1240.0,https://anaconda.org/conda-forge/pyprecice,2024-08-28 04:49:54.578,81031.0,3.0,,precice/precice,https://hub.docker.com/r/precice/precice,2025-01-30 03:15:45.035652,23091.0,,
38,GridStatus,data,,kmax12/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/gridstatus/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20,2025-01-30 17:06:16.000000,2025-01-29 16:36:45,537.0,58.0,47.0,303.0,32.0,25,True,https://docs.gridstatus.io/en/latest/,9.0,420.0,71.0,2025-01-27 14:51:43.000,0.29.1,30.0,"['gha', 'pypi', 'python']",58.0,gridstatus,,,10851.0,20.0,18.0,https://pypi.org/project/gridstatus,2025-01-27 14:51:43.000,2.0,10851.0,,,,1.0,1.0,,,,,,gridstatus/gridstatus
39,pandapipes,gasnet,,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57,2025-01-29 16:35:51.000000,2025-01-29 16:35:51,2138.0,63.0,78.0,155.0,24.0,25,True,https://jkpandapipes.readthedocs.io/en/latest/,13.0,490.0,85.0,2024-11-07 15:24:10.000,0.11.0,19.0,"['gha', 'pypi', 'jupyter', 'python']",53.0,pandapipes,,,2687.0,35.0,27.0,https://pypi.org/project/pandapipes,2024-12-04 13:21:51.000,8.0,2687.0,,,,1.0,,,,,,,
40,HELICS,msg,,GMLC-TDC/HELICS,BSD-3,Co-simulation framework.,https://github.com/GMLC-TDC/HELICS,https://helics.org/tools/,2017-06-01 17:03:19,2025-01-27 19:51:22.000000,2024-12-10 00:17:33,3560.0,41.0,92.0,129.0,39.0,25,True,https://docs.helics.org/en/latest/,16.0,2013.0,578.0,2024-12-26 20:15:43.000,3.6.0,105.0,"['gha', 'pypi', 'conda', 'python', 'julia', 'octave', 'java', 'c']",19.0,helics,conda-forge/helics,26205.0,22628.0,13.0,,https://pypi.org/project/helics,2024-12-26 20:15:43.000,13.0,22048.0,https://anaconda.org/conda-forge/helics,2023-06-16 16:09:19.777,20708.0,1.0,,,,,,,
41,CBC,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Branch-and-Cut solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-01-24 16:05:59.000000,2025-01-24 16:04:57,2505.0,116.0,135.0,842.0,34.0,24,True,https://coin-or.github.io/Cbc/Doxygen/,41.0,78.0,354.0,2024-08-20 07:17:43.000,releases/2.10.12,14.0,"['gha', 'conda', 'python', 'julia', 'c']",11.0,,conda-forge/coincbc,36642.0,24176.0,,,,,,,https://anaconda.org/conda-forge/coincbc,2024-09-03 09:37:28.541,1205563.0,3.0,,,,,,,
42,Clp,ops,,coin-or/Cbc,EPL-2.0,COIN-OR Linear Programming Solver.,https://github.com/coin-or/Cbc,https://www.coin-or.org/,2019-03-02 23:20:41,2025-01-24 16:05:59.000000,2025-01-24 16:04:57,2505.0,116.0,135.0,842.0,34.0,24,True,https://coin-or.github.io/Clp/,41.0,78.0,354.0,2024-08-20 07:17:43.000,releases/2.10.12,11.0,"['gha', 'conda', 'python', 'julia', 'c']",11.0,,conda-forge/coin-or-clp,36642.0,16712.0,,,,,,,https://anaconda.org/conda-forge/coin-or-clp,2024-08-22 11:56:15.953,841099.0,3.0,,,,,,,
43,ECOS,ops,,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2024-09-10 06:48:58.359000,2022-01-04 22:33:07,622.0,123.0,66.0,491.0,40.0,24,True,https://github.com/embotech/ecos/wiki,36.0,65.0,95.0,2024-06-18 03:47:45.000,2.0.14,24.0,"['python', 'julia', 'c', 'octave', 'r']",,ecos,conda-forge/ecos,,1990273.0,49.0,,https://pypi.org/project/ecos,2024-06-18 03:47:45.000,49.0,1970772.0,https://anaconda.org/conda-forge/ecos,2024-09-10 06:48:58.359,975098.0,3.0,,,,,,,
44,Clarabel.rs,ops,,oxfordcontrol/Clarabel.rs,Apache-2.0,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2025-01-29 11:16:38.000000,2025-01-27 21:42:35,450.0,29.0,18.0,383.0,8.0,24,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,14.0,110.0,29.0,2024-06-01 17:00:44.000,0.9.0,15.0,"['gha', 'pypi', 'conda', 'python', 'rust']",7.0,clarabel,conda-forge/clarabel,,1354079.0,51.0,27.0,https://pypi.org/project/clarabel,2024-06-01 17:00:44.000,24.0,1344183.0,https://anaconda.org/conda-forge/clarabel,2025-01-03 20:31:07.024,148449.0,3.0,,,,,,,
45,Atlite,data,,PyPSA/atlite,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,https://pypsa.org,2016-11-03 23:59:25,2025-01-30 11:12:40.000000,2025-01-30 11:08:20,787.0,101.0,39.0,288.0,40.0,24,True,https://atlite.readthedocs.io/en/master/?badge=master,14.0,298.0,95.0,2025-01-30 11:12:40.000,0.4.0,20.0,"['gha', 'pypi', 'conda', 'jupyter', 'python']",23.0,atlite,conda-forge/atlite,,4005.0,84.0,84.0,https://pypi.org/project/atlite,2025-01-30 11:12:40.000,,2805.0,https://anaconda.org/conda-forge/atlite,2025-01-13 09:00:44.230,66025.0,2.0,,,,,,,
