,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,trending,dockerhub_stars,updated_github_id
10,pmuBAGE,data,['university'],True,NanpengYu/pmuBAGE,,Synthetic phasor measurement unit dataset.,https://github.com/NanpengYu/pmuBAGE,https://github.com/NanpengYu/pmuBAGE,2022-03-18 05:10:00,2022-04-07 00:15:41.000000,2022-04-07 00:15:41,18.0,2.0,1.0,9.0,2.0,0,True,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PowerCyber Training,book,"['jupyter', 'gha', 'python', 'university']",True,PowerCyberTraining/powercybertraining.github.io,CC BY-NC-ND 4.0,PowerCyber Training modules source.,https://github.com/PowerCyberTraining/powercybertraining.github.io,https://powercybertraining.github.io,2024-02-16 22:06:15,2025-05-08 17:45:26.000000,2025-04-24 17:13:00,216.0,2.0,,3.0,8.0,0,True,,1.0,22.0,1.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,
12,TextbookSimulations,book,"['julia', 'jupyter', 'university']",True,Power-Systems-Textbook/TextbookSimulations,CC0-1.0,Examples and problems accompanying Daniel Kirschens Power Systems Textbook.,https://github.com/Power-Systems-Textbook/TextbookSimulations,https://github.com/Power-Systems-Textbook/TextbookSimulations,2022-10-12 19:10:15,2023-11-08 22:54:41.000000,2023-11-08 22:54:34,56.0,3.0,,12.0,2.0,0,True,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13,UTK ECE 522 - Power System Analysis II,book,"['python', 'jupyter', 'university']",True,CURENT/ece522,MIT,Hands-on Project for Power System Analysis II (UTK ECE 522).,https://github.com/CURENT/ece522,https://github.com/CURENT/ece522,2023-01-18 03:35:44,2025-02-01 19:05:43.000000,2025-02-01 19:05:41,14.0,2.0,,5.0,4.0,0,True,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ELEC0447 Analysis of Electric Power and Energy Systems,book,"['python', 'jupyter', 'university']",True,bcornelusse/ELEC0447-analysis-power-systems,BSD-2.0,Masters course of power systems analysis at ULige.,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,https://github.com/bcornelusse/ELEC0447-analysis-power-systems,2020-06-17 14:45:34,2025-07-14 07:00:26.000000,2025-07-14 07:00:23,269.0,7.0,1.0,23.0,6.0,0,True,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
15,Tutorial on DER Hosting Capacity Part 0,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,BSD-3.0,Using dss_python.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-0-dss_python,2022-11-30 04:16:00,2024-12-09 04:10:44.000000,2024-12-09 04:10:38,45.0,4.0,,5.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Tutorial on DER Hosting Capacity Part 1,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,BSD-3.0,Advanced Tools for the Analysis of Three-Phase Unbalanced LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-1-AdvancedTools_LV,2023-03-09 03:28:07,2025-03-25 01:08:53.000000,2025-03-25 01:08:48,33.0,3.0,,3.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Tutorial on DER Hosting Capacity Part 2,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,BSD-3.0,Time-Series Analysis and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-2-TimeSeries_LV,2022-12-01 03:15:41,2025-03-25 01:02:03.000000,2025-03-25 01:02:01,40.0,1.0,,2.0,6.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Tutorial on DER Hosting Capacity Part 3,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,BSD-3.0,Volt-Watt Control and PV Hosting Capacity of LV Networks.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-3-VoltWatt_LV,2023-05-29 06:17:07,2025-03-31 02:33:02.000000,2025-03-31 02:32:56,19.0,,,1.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Tutorial on DER Hosting Capacity Part 4,book,"['jupyter', 'python', 'university']",True,Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,BSD-3.0,Monte Carlo Assessment of PV Hosting Capacity of an Integrated MV-LV Network.,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,https://github.com/Team-Nando/Tutorial-DERHostingCapacity-4-MonteCarlo_MV-LV,2023-05-29 23:51:23,2024-12-09 03:42:30.000000,2024-12-09 03:42:26,27.0,2.0,,2.0,5.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,LTB Demo,book,"['jupyter', 'python', 'university']",True,CURENT/demo,MIT,Ready-to-use LTB usage examples.,https://github.com/CURENT/demo,https://ltb.curent.org,2023-03-28 15:37:01,2025-06-30 17:03:18.000000,2025-06-30 17:03:16,218.0,1.0,1.0,2.0,3.0,0,True,,1.0,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,
21,OR-Tools,ops,"['gha', 'python', 'cpp', 'java', 'for-profit']",,google/or-tools,Apache-2,Google Optimization Tools.,https://github.com/google/or-tools,https://developers.google.com/optimization/,2015-02-21 01:25:35,2025-07-17 15:51:59.000000,2025-06-17 14:25:08,15256.0,2230.0,71.0,12235.0,192.0,41,True,https://developers.google.com/optimization/introduction,308.0,519.0,3040.0,2025-06-19 15:45:38.000,9.14.6206,82.0,203.0,ortools,conda-forge/ortools-python,936638.0,2159972.0,659.0,347.0,https://pypi.org/project/ortools,2025-06-19 15:45:38.000,312.0,2149372.0,https://anaconda.org/conda-forge/ortools-python,2025-04-22 14:58:03.564,119844.0,1.0,,,,,,,
22,Pyomo,opl,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'lab']",,Pyomo/pyomo,BSD-3,Python-based Optimization Modeling Language.,https://github.com/Pyomo/pyomo,https://www.pyomo.org,2016-05-27 19:33:45,2025-07-17 17:30:54.000000,2025-07-17 17:30:54,27496.0,531.0,314.0,2230.0,177.0,40,True,https://pyomo.readthedocs.io/en/stable/,61.0,2225.0,1135.0,2025-04-16 18:50:07.000,6.9.2,70.0,487.0,Pyomo,conda-forge/pyomo,4807.0,669428.0,4824.0,4541.0,https://pypi.org/project/Pyomo,2025-02-21 15:30:59.000,283.0,644196.0,https://anaconda.org/conda-forge/pyomo,2025-04-22 14:56:22.654,1532025.0,1.0,,,,,,,
23,Xopt,ops,"['gha', 'python', 'pypi', 'conda', 'lab']",,google/or-tools,MPL-2.0,Flexible high-level optimization in Python.,https://github.com/google/or-tools,https://github.com/google/or-tools,2015-02-21 01:25:35,2025-07-17 15:51:59.000000,2025-06-17 14:25:08,15256.0,2230.0,71.0,12235.0,192.0,39,True,https://xopt.xopt.org/index.html,308.0,519.0,3040.0,2025-07-03 20:39:16.000,2.6.4,51.0,203.0,xopt,conda-forge/xopt,936638.0,9772.0,350.0,347.0,https://pypi.org/project/xopt,2025-07-03 20:39:16.000,3.0,744.0,https://anaconda.org/conda-forge/xopt,2025-07-04 01:35:40.611,55666.0,1.0,,,,,,,
24,CVXPY,opl,"['gha', 'pypi', 'conda', 'python', 'university']",,cvxpy/cvxpy,Apache-2,Convex optimization modeling language.,https://github.com/cvxpy/cvxpy,https://github.com/cvxpy/cvxpy,2013-07-01 23:48:58,2025-07-16 18:02:35.000000,2025-07-16 18:02:30,3659.0,1111.0,263.0,5838.0,219.0,39,True,http://www.cvxpy.org/,127.0,1152.0,1296.0,2025-07-15 05:04:11.000,1.7.0,139.0,32.0,cvxpy,conda-forge/cvxpy,618.0,2059127.0,18737.0,18034.0,https://pypi.org/project/cvxpy,2025-07-14 22:19:33.000,703.0,2030886.0,https://anaconda.org/conda-forge/cvxpy,2025-06-05 03:09:29.825,1722200.0,2.0,,,,,,,
25,Tulip,ops,"['gha', 'julia', 'university']",,google/or-tools,MPL-2.0,Interior-point solver in pure Julia.,https://github.com/google/or-tools,https://github.com/google/or-tools,2015-02-21 01:25:35,2025-07-17 15:51:59.000000,2025-06-17 14:25:08,15256.0,2230.0,71.0,12235.0,192.0,37,True,https://ds4dm.github.io/Tulip.jl/stable/,308.0,519.0,3040.0,2025-06-19 09:17:59.000,9.14,51.0,203.0,,,936638.0,7937.0,347.0,347.0,,,,,,,,2.0,,,,,,,
26,HiGHS,ops,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'c', 'julia', 'rust', 'r', 'cpp', 'university']",,ERGO-Code/HiGHS,MIT,Large-scale Sparse Linear Problem Optimizer.,https://github.com/ERGO-Code/HiGHS,https://highs.dev/,2018-03-27 13:57:58,2025-07-17 10:03:49.000000,2025-07-17 10:03:49,11998.0,232.0,111.0,1235.0,91.0,36,True,https://ergo-code.github.io/HiGHS/,37.0,1391.0,799.0,2025-06-06 00:45:35.000,1.11.0,19.0,236.0,highspy,conda-forge/highs,6734.0,355966.0,1872.0,1793.0,https://pypi.org/project/highspy,2025-06-06 00:45:35.000,79.0,354617.0,https://anaconda.org/conda-forge/highs,2025-06-06 11:17:14.240,28639.0,2.0,,,,,,,
27,pandapower,steady-state,"['gha', 'pypi', 'conda', 'jupyter', 'python', 'university']",,e2nIEE/pandapower,BSD-3,Convenient Power System Modelling and Analysis.,https://github.com/e2nIEE/pandapower,https://www.pandapower.org/,2017-01-12 13:27:53,2025-07-17 14:57:31.000000,2025-07-17 14:57:31,10206.0,508.0,200.0,1000.0,159.0,35,True,https://pandapower.readthedocs.io/en/latest/,51.0,1469.0,878.0,2025-06-16 14:01:20.000,3.1.2,52.0,246.0,pandapower,conda-forge/pandapower,,61249.0,569.0,501.0,https://pypi.org/project/pandapower,2025-06-16 14:01:20.000,68.0,60754.0,https://anaconda.org/conda-forge/pandapower,2025-06-16 20:52:02.983,29198.0,1.0,pauldepraz/pandapowerapi,https://hub.docker.com/r/pauldepraz/pandapowerapi,2021-02-09 18:05:17.389840,106.0,1.0,,
28,PyPSA,steady-state,"['gha', 'pypi', 'conda', 'python', 'jupyter', 'university']",,PyPSA/PyPSA,MIT,Python for Power System Analysis.,https://github.com/PyPSA/PyPSA,https://pypsa.org,2016-01-11 09:04:18,2025-07-17 16:11:19.000000,2025-07-08 09:42:42,2995.0,527.0,107.0,1567.0,100.0,32,True,https://pypsa.readthedocs.io/en/latest/,72.0,848.0,324.0,2025-07-03 14:36:53.000,0.35.1,72.0,46.0,pypsa,conda-forge/pypsa,,12540.0,328.0,299.0,https://pypi.org/project/pypsa,2025-07-03 14:36:53.000,29.0,10053.0,https://anaconda.org/conda-forge/pypsa,2025-07-04 06:57:40.245,149269.0,1.0,,,,,,,
29,OSQP,ops,"['gha', 'pypi', 'conda', 'python', 'c', 'julia', 'octave', 'r', 'university']",,osqp/osqp,Apache-2,Operator Splitting QP Solver.,https://github.com/osqp/osqp,https://osqp.org,2016-09-27 03:02:46,2025-07-11 17:12:44.000000,2025-06-06 17:41:59,2973.0,367.0,100.0,1904.0,36.0,31,True,https://osqp.org/docs/get_started/,42.0,299.0,277.0,2025-04-02 14:38:01.000,1.0.3,43.0,7.0,osqp,conda-forge/osqp,120860.0,2211611.0,110.0,,https://pypi.org/project/osqp,2025-05-08 15:15:55.000,110.0,2187706.0,https://anaconda.org/conda-forge/osqp,2025-04-22 14:56:51.918,1225013.0,2.0,,,,,,,
30,PySCIPOpt,ops,"['gha', 'pypi', 'conda', 'python', 'lab']",,scipopt/PySCIPOpt,MIT,Python interface for SCIP.,https://github.com/scipopt/PySCIPOpt,https://www.scipopt.org/,2016-05-19 14:29:21,2025-07-17 15:15:08.000000,2025-07-17 15:10:20,2141.0,266.0,27.0,900.0,82.0,31,True,https://scipopt.github.io/PySCIPOpt/docs/html/,26.0,450.0,547.0,2025-05-10 10:42:24.000,5.5.0,70.0,17.0,PySCIPOpt,conda-forge/pyscipopt,,129072.0,435.0,379.0,https://pypi.org/project/PySCIPOpt,2025-05-10 09:04:05.000,56.0,119008.0,https://anaconda.org/conda-forge/pyscipopt,2025-05-10 23:39:21.924,533393.0,2.0,,,,,,,
31,Power Grid Model,steady-state,"['gha', 'pypi', 'conda', 'python', 'c', 'jupyter', 'non-profit']",,PowerGridModel/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/PowerGridModel/power-grid-model,https://github.com/PowerGridModel/power-grid-model,2022-01-20 12:31:31,2025-07-17 14:37:18.000000,2025-07-16 11:30:12,8423.0,39.0,87.0,173.0,26.0,30,True,https://power-grid-model.readthedocs.io/en/stable/,5.0,801.0,154.0,2025-07-16 12:22:06.000,1.11.26,645.0,432.0,power-grid-model,conda-forge/power-grid-model,767.0,187962.0,40.0,32.0,https://pypi.org/project/power-grid-model,2025-07-16 12:22:06.000,8.0,50304.0,https://anaconda.org/conda-forge/power-grid-model,2025-07-16 17:54:14.077,3575816.0,1.0,,,,,,,
32,CVXOPT,opl,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia', 'university']",,cvxopt/cvxopt,GPL-3,Python Software for Convex Optimization.,https://github.com/cvxopt/cvxopt,https://cvxopt.org/,2013-02-22 22:14:31,2025-06-16 18:58:35.000000,2025-06-16 18:58:35,60.0,211.0,46.0,1018.0,10.0,27,True,http://cvxopt.org/userguide/,39.0,72.0,150.0,2023-08-09 14:30:49.000,1.3.2,17.0,2.0,cvxopt,conda-forge/cvxopt,,651254.0,14912.0,14487.0,https://pypi.org/project/cvxopt,2023-08-09 14:30:49.000,425.0,625108.0,https://anaconda.org/conda-forge/cvxopt,2025-04-22 14:56:23.779,1490338.0,2.0,,,,,,,
33,OpenModelica,cosime,"['modelica', 'python', 'university']",,OpenModelica/OpenModelica,https://modelica.org/licenses/ModelicaLicense2/,Modelica-based environment for modeling and simulation.,https://github.com/OpenModelica/OpenModelica,https://openmodelica.org,2015-05-03 16:59:29,2025-07-17 16:13:11.000000,2025-07-17 16:13:11,37531.0,317.0,2061.0,1008.0,196.0,27,True,https://openmodelica.org/useresresources/userdocumentation,54.0,5380.0,6238.0,2025-06-15 20:43:46.000,1.25.1,29.0,125.0,,,388.0,437.0,,,,,,,,,,1.0,openmodelica/openmodelica,https://hub.docker.com/r/openmodelica/openmodelica,2025-07-05 16:15:38.018819,52948.0,,6.0,
34,SCS,ops,"['gha', 'pypi', 'conda', 'python', 'octave', 'julia', 'r', 'c', 'university']",,cvxgrp/scs,MIT,Splitting Conic Solver.,https://github.com/cvxgrp/scs,https://github.com/cvxgrp/scs,2013-11-29 23:11:16,2025-07-08 11:30:22.000000,2025-07-08 11:30:14,1275.0,138.0,47.0,579.0,32.0,27,True,https://www.cvxgrp.org/scs/,35.0,130.0,144.0,2024-08-24 15:40:59.000,3.2.7,44.0,5.0,scs,conda-forge/scs,,1780711.0,56.0,,https://pypi.org/project/scs,2025-01-04 17:00:19.000,56.0,1755634.0,https://anaconda.org/conda-forge/scs,2025-04-22 14:56:51.952,1404334.0,2.0,,,,,,,
35,Clarabel.rs,ops,"['gha', 'pypi', 'conda', 'python', 'rust', 'university']",,oxfordcontrol/Clarabel.rs,Apache-2.0,Interior-point solver for convex conic optimisation in Rust.,https://github.com/oxfordcontrol/Clarabel.rs,https://github.com/oxfordcontrol/Clarabel.rs,2022-04-17 13:48:34,2025-06-12 09:01:09.682000,2025-06-11 16:32:36,628.0,35.0,10.0,452.0,11.0,27,True,https://oxfordcontrol.github.io/ClarabelDocs/stable/,12.0,137.0,47.0,2025-06-11 16:48:58.000,0.11.1,18.0,52.0,clarabel,conda-forge/clarabel,,1634476.0,85.0,42.0,https://pypi.org/project/clarabel,2025-06-11 16:48:58.000,43.0,1623476.0,https://anaconda.org/conda-forge/clarabel,2025-06-12 09:01:09.682,231011.0,2.0,,,,,,,
36,precice,cosime,"['gha', 'c', 'pypi', 'conda', 'university']",,precice/precice,LGPL-3.0,Precise Code Interaction Coupling Environment.,https://github.com/precice/precice,https://precice.org/,2015-05-22 14:05:22,2025-07-17 11:41:28.000000,2025-07-17 11:41:28,5472.0,193.0,202.0,817.0,59.0,26,True,https://precice.org/docs.html,36.0,1398.0,726.0,2025-06-18 13:07:35.000,3.2.1,34.0,52.0,pyprecice,conda-forge/pyprecice,35957.0,4655.0,8.0,,https://pypi.org/project/pyprecice,2025-06-18 13:07:35.000,8.0,1347.0,https://anaconda.org/conda-forge/pyprecice,2025-06-18 18:27:09.400,118209.0,3.0,precice/precice,https://hub.docker.com/r/precice/precice,2025-07-17 03:57:41.713994,28304.0,,,
37,GridCal,steady-state,"['gha', 'pypi', 'python', 'volunteer']",,SanPen/GridCal,LGPL-3,Cross-platform power systems software.,https://github.com/SanPen/GridCal,https://www.eroots.tech/software,2016-01-13 15:40:10,2025-07-17 16:53:50.000000,2025-07-17 09:50:39,7424.0,105.0,37.0,455.0,53.0,26,True,https://gridcal.readthedocs.io/en/latest/?badge=latest,33.0,151.0,231.0,2025-06-11 11:03:48.000,5.3.53,421.0,169.0,GridCal,,49.0,1179.0,10.0,10.0,https://pypi.org/project/GridCal,2025-06-11 11:03:48.000,,1179.0,,,,1.0,,,,,-1.0,,
38,JuMP,opl,"['gha', 'jupyter', 'julia', 'non-profit']",,jump-dev/JuMP.jl,MPL-2.0,Julia-based Optimization Modeling Language.,https://github.com/jump-dev/JuMP.jl,https://jump.dev,2012-10-10 00:34:45,2025-07-17 09:44:35.000000,2025-07-17 00:24:09,5079.0,403.0,12.0,2326.0,164.0,25,True,https://jump.dev/JuMP.jl/stable/,82.0,2459.0,1498.0,2025-05-20 22:03:08.000,1.26.0,83.0,27.0,,,,,,,,,,,,,,3.0,,,,,,,
39,Ipopt,ops,"['pypi', 'conda', 'python', 'non-profit']",,coin-or/Ipopt,EPL-2.0,COIN-OR Interior Point Optimizer.,https://github.com/coin-or/Ipopt,https://www.coin-or.org/,2019-01-28 12:24:22,2025-07-14 14:10:14.000000,2025-05-16 15:54:15,2409.0,292.0,11.0,1594.0,36.0,25,True,https://coin-or.github.io/Ipopt/,46.0,38.0,605.0,2024-12-14 15:03:46.000,releases/3.14.17,32.0,2.0,ipopt,conda-forge/ipopt,22037.0,32167.0,10.0,,https://pypi.org/project/ipopt,2021-04-07 07:03:48.000,10.0,965.0,https://anaconda.org/conda-forge/ipopt,2025-04-23 15:02:30.167,1758624.0,3.0,,,,,-1.0,,
40,MATPOWER,steady-state,"['gha', 'octave', 'university']",,MATPOWER/matpower,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,https://matpower.org/,2016-12-16 19:12:30,2025-07-13 05:17:12.418879,2025-07-13 01:43:56,2649.0,161.0,23.0,485.0,22.0,25,True,https://matpower.org/doc/,29.0,53.0,203.0,2025-07-13 02:31:28.000,8.1,6.0,83.0,,,591780.0,7425.0,,,,,,,,,,1.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2025-07-13 05:17:12.418879,2918.0,1.0,,
41,GridStatus,data,"['gha', 'pypi', 'python', 'for-profit']",,kmax12/gridstatus,BSD-3,Extract data from ISOs and other sources.,https://github.com/gridstatus/gridstatus,https://www.gridstatus.io,2022-07-28 19:24:20,2025-07-17 16:53:07.000000,2025-07-11 19:46:21,638.0,67.0,40.0,347.0,32.0,25,True,https://docs.gridstatus.io/en/latest/,11.0,521.0,80.0,2025-04-22 19:32:11.000,0.30.1,32.0,63.0,gridstatus,services/gridstatus,,30492.0,26.0,24.0,https://pypi.org/project/gridstatus,2025-04-22 19:32:11.000,2.0,30490.0,https://anaconda.org/services/gridstatus,2025-03-25 16:20:32.129,28.0,1.0,,,,,,,gridstatus/gridstatus
42,pandapipes,gasnet,"['gha', 'pypi', 'jupyter', 'python', 'university']",,e2nIEE/pandapipes,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,https://www.pandapipes.org/,2020-02-03 15:04:57,2025-07-17 14:02:37.000000,2025-07-17 14:02:36,2245.0,71.0,86.0,178.0,28.0,25,True,https://jkpandapipes.readthedocs.io/en/latest/,12.0,532.0,87.0,2025-06-27 16:34:37.000,0.12.0,22.0,82.0,pandapipes,,,5458.0,41.0,31.0,https://pypi.org/project/pandapipes,2025-06-27 16:34:37.000,10.0,5458.0,,,,1.0,,,,,,,
43,ECOS,ops,"['python', 'julia', 'c', 'octave', 'r', 'university']",,embotech/ecos,GPL-3,Conic solver for second-order cone programming.,https://github.com/embotech/ecos,https://github.com/embotech/ecos,2013-02-11 21:27:50,2025-04-22 14:56:51.894000,2022-01-04 22:33:07,622.0,123.0,66.0,510.0,40.0,24,True,https://github.com/embotech/ecos/wiki,35.0,65.0,95.0,2024-06-18 03:47:45.000,2.0.14,24.0,,ecos,conda-forge/ecos,,624693.0,49.0,,https://pypi.org/project/ecos,2024-06-18 03:47:45.000,49.0,605330.0,https://anaconda.org/conda-forge/ecos,2025-04-22 14:56:51.894,1084378.0,3.0,,,,,,,
44,Grid2Op,mrl,"['gha', 'pypi', 'jupyter', 'python', 'for-profit']",,rte-france/Grid2Op,MPL-2.0,Modeling sequential decision making in power systems.,https://github.com/Grid2op/grid2op,https://l2rpn.chalearn.org/,2019-10-10 17:04:46,2025-07-15 12:03:48.000000,2025-04-15 06:39:32,3394.0,126.0,58.0,358.0,32.0,24,True,https://grid2op.readthedocs.io/en/latest/,20.0,318.0,321.0,2025-04-15 12:59:54.000,1.11.0,91.0,,Grid2Op,,,1993.0,23.0,,https://pypi.org/project/Grid2Op,2025-04-15 12:59:54.000,23.0,1846.0,,,,1.0,bdonnot/grid2op,https://hub.docker.com/r/bdonnot/grid2op,2022-07-05 14:02:10.644952,10206.0,-1.0,1.0,Grid2op/grid2op
