,name,category,labels,resource,github_id,homepage,license,description,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,docs_url,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,trending,new_addition
26,LightSim2Grid,steady-state,['python'],,BDonnot/lightsim2grid/,https://l2rpn.chalearn.org/,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/BDonnot/lightsim2grid,2020-03-09 07:35:27,2023-02-24 15:17:16,2023-01-11 14:19:15,439,14.0,9.0,2.0,27.0,17.0,33,,18,True,13.0,LightSim2Grid,,https://lightsim2grid.readthedocs.io/en/latest/,2023-01-11 14:19:53,0.7.1,45.0,2048.0,14.0,19.0,19.0,https://pypi.org/project/LightSim2Grid,2043.0,,3.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,174.0,,,
27,PowerSimulationsDynamics.jl,dynamic,['julia'],,NREL-SIIP/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Dynamic Power System simulations; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl,2020-07-16 19:36:16,2023-03-07 23:50:27,2023-03-07 23:39:41,2251,14.0,26.0,12.0,182.0,77.0,111,11.0,17,True,37.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-02-20 05:09:24,0.10.10,,,32.0,,,,,,2.0,,,,,,,
28,PyPSA-Eur-Sec,steady-state,['python'],,PyPSA/pypsa-eur-sec,https://pypsa.org,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur-sec,2019-04-17 15:43:45,2023-03-08 22:40:55,2023-03-06 08:47:40,1054,137.0,46.0,15.0,195.0,,76,22.0,17,True,,,,https://pypsa-eur-sec.readthedocs.io/en/latest/?badge=latest,2023-02-16 20:39:50,0.7.0,,,7.0,,,,,,3.0,,,,,,-1.0,
29,EGRET,steady-state,['python'],,grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2023-03-06 19:48:51,2023-03-06 19:45:40,1037,9.0,42.0,14.0,220.0,37.0,101,38.0,15,True,42.0,,,,2022-12-13 23:31:12,0.5.3,,,4.0,2.0,2.0,,,,3.0,,,,,,,
30,PyDSS,intf,['python'],,NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,2018-10-16 15:59:07,2023-01-24 20:36:53,2023-01-24 20:33:41,777,7.0,16.0,7.0,96.0,9.0,25,23.0,15,True,14.0,pydss,,https://nrel.github.io/PyDSS/index.html,2023-01-24 20:36:53,2.2.4,,35.0,10.0,2.0,2.0,https://pypi.org/project/pydss,35.0,,2.0,,,,,,,
31,py-dss-interface,intf,['python'],,PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2023-02-16 14:17:29,2023-02-16 14:17:26,439,9.0,6.0,6.0,46.0,21.0,16,5.0,15,True,32.0,py-dss-interface,,https://py-dss-interface.readthedocs.io/en/latest/,2022-07-23 19:49:38,1.0.3,,184.0,1.0,18.0,18.0,https://pypi.org/project/py-dss-interface,184.0,,2.0,,,,,,,
32,OpenDSSDirect.py,intf,['python'],,dss-extensions/OpenDSSDirect.py,https://dss-extensions.org/,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,2017-06-20 19:18:22,2022-12-13 20:11:45,2022-12-13 19:59:34,368,1.0,19.0,14.0,30.0,73.0,67,3.0,14,True,16.0,OpenDSSDirect.py,opendssdirect.py,https://dss-extensions.org/OpenDSSDirect.py/,2022-07-16 16:36:44,0.7.0,,2607.0,13.0,,,https://pypi.org/project/OpenDSSDirect.py,2607.0,https://anaconda.org/anaconda/opendssdirect.py,3.0,,,,,,,
33,PowerSystems,dynamic,,,modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2022-11-01 12:59:23,2022-06-19 16:27:27,186,,33.0,30.0,17.0,25.0,50,10.0,13,True,10.0,,,https://build.openmodelica.org/Documentation/PowerSystems.html,2018-11-12 21:15:19,1.0.0,,,5.0,,,,,,3.0,,,,,,,
34,GasModels.jl,gasnet,['julia'],,lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2022-11-22 22:18:53,2022-11-22 22:16:01,1011,,13.0,9.0,107.0,98.0,56,11.0,12,True,45.0,,,https://lanl-ansi.github.io/GasModels.jl/latest/,2022-07-25 23:24:15,0.9.2,,,19.0,,,,,,3.0,,,,,,,
35,PowerGraphics,vis,['julia'],,nrel-siip/powergraphics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Visualization for PowerSimulations; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerGraphics.jl,2020-02-19 23:29:27,2023-02-03 18:22:11,2023-02-03 18:01:26,519,4.0,8.0,8.0,74.0,20.0,19,9.0,12,True,10.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2023-02-03 18:22:11,0.14.0,,,34.0,,,,,,1.0,,,,,,,
36,RLGC,mrl,"['python', 'jupyter']",,RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43,2022-04-08 07:12:43,90,,27.0,4.0,3.0,10.0,84,4.0,9,True,4.0,,,,2020-12-23 06:10:29,V1.0.0_RC,,,2.0,,,,,,3.0,,,,,,,
37,STEPS,dynamic,,,changgang/steps,https://github.com/changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,2019-08-24 12:09:47,2023-03-01 06:35:49,2022-04-13 13:08:17,532,,11.0,2.0,,1.0,30,3.0,9,True,,,,https://github.com/changgang/steps/wiki/,2020-09-27 10:38:25,1.4,8.0,0.0,4.0,5.0,5.0,,,,3.0,,,,,,,
38,PowerSAS.m,dynamic,,,ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2023-03-06 01:46:18,2023-03-06 01:19:27,59,34.0,3.0,,2.0,,12,3.0,9,True,,,,,,,,,,,,,,,3.0,,,,,,3.0,
39,DSSData,intf,['python'],,felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-01-24 14:42:16,2023-01-24 14:42:11,181,2.0,2.0,2.0,62.0,30.0,8,2.0,8,True,5.0,dssdata,,https://felipemarkson.github.io/dssdata/,,,23.0,59.0,7.0,,,https://pypi.org/project/dssdata,59.0,,3.0,,,,,,,True
40,LTB AGVis,vis,"['ltb', 'curent']",,CURENT/agvis,https://curent.github.io/,GPL-3.0,Geographical Visualization for Power Grid; Part of CURENT LTB.,https://github.com/CURENT/agvis,2019-08-30 19:15:27,2023-02-20 15:42:02,2023-02-20 15:17:53,320,5.0,3.0,1.0,18.0,,1,7.0,8,True,,,,https://agvis.readthedocs.io/en/latest/,2023-02-20 15:42:02,3.0.0,6.0,6.0,1.0,,,,,,3.0,,,,,,,
41,andes_gym,mrl,"['python', 'curent']",,cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49,2022-01-28 19:53:49,31,,3.0,2.0,1.0,,6,2.0,7,False,,andes,andes,,,,,1160.0,,,,https://pypi.org/project/andes,1160.0,https://anaconda.org/anaconda/andes,3.0,,,,,,,
42,OpenHybridSim,dynamic,,,OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,BSD-3,Power system EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13,2020-05-05 20:35:12,16,,5.0,5.0,,,7,,6,False,1.0,,,,,,,,,,,,,,3.0,,,,,,,
43,GSEIM,pe,['python'],,gseim/gseim,https://github.com/gseim/gseim,GPL-3.0,Interface Python to Ngspice and Xyce.,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-10-06 04:40:05,2022-09-21 16:45:39,51,,1.0,3.0,14.0,4.0,3,3.0,5,True,1.0,,,https://gseim.github.io/build/html/index.html,,,,,,,,,,,1.0,,,,,,,
44,LTB DiME,msg,"['ltb', 'curent']",,CURENT/dime,https://curent.github.io/,GPL-3.0,Distributed Messaging Environment; Part of CURENT LTB.,https://github.com/CURENT/dime,2022-04-06 15:10:35,2022-11-23 01:43:10,2022-11-23 01:43:10,263,,1.0,,2.0,,1,3.0,5,True,,,,https://ltbdime.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,,
45,EasySimauto.jl,intf,['julia'],,mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2022-09-27 15:08:26,2022-09-17 15:46:13,11,,,1.0,,2.0,4,,4,True,,,,,2022-09-27 15:08:27,0.1.0,,,1.0,,,,,,3.0,,,,,,,
46,Large-scale Testbed (LTB),cosimps,"['python', 'ltb', 'curent']",,CURENT/ltb,https://curent.github.io/,GPL-3.0,CURENT Large-scale Testbed.,https://github.com/CURENT/ltb,2019-03-08 01:57:49,2023-02-28 15:08:46,2023-02-28 15:08:44,20,5.0,1.0,2.0,1.0,1.0,1,4.0,2,True,,,,https://ltb.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,-3.0,
