,name,category,labels,resource,github_id,homepage,license,description,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,docs_url,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,trending
10,GridCal,steady-state,['python'],,SanPen/GridCal,https://www.advancedgridinsights.com/gridcal,LGPL-3,Cross-platform power systems software.,https://github.com/SanPen/GridCal,2016-01-13 15:40:10,2023-02-01 08:43:23,2023-01-29 10:52:17,2689,66.0,75.0,26.0,96.0,75.0,311,28.0,23,True,,GridCal,,https://gridcal.readthedocs.io/en/latest/?badge=latest,2022-07-24 18:29:15,4.5.5,23.0,1628.0,17.0,3.0,3.0,https://pypi.org/project/GridCal,1628.0,,2.0,,,,,,
11,pandapipes,gasnet,['python'],,e2nIEE/pandapipes,https://www.pandapipes.org/,BSD-3,Pipeflow Calculation Tool.,https://github.com/e2nIEE/pandapipes,2020-02-03 15:04:57,2023-02-02 16:07:03,2023-02-02 16:06:57,1577,297.0,36.0,8.0,379.0,50.0,73,16.0,23,True,50.0,pandapipes,,https://jkpandapipes.readthedocs.io/en/latest/,2023-02-02 15:58:41,0.8.4,,1622.0,14.0,6.0,6.0,https://pypi.org/project/pandapipes,1622.0,,1.0,,,,,,
12,precice,cosime,,,precice/precice,https://precice.org/,LGPL-3.0,Precise Code Interaction Coupling Environment.,https://github.com/precice/precice,2015-05-22 14:05:22,2023-02-02 16:55:15,2023-01-30 15:21:17,4521,99.0,134.0,33.0,902.0,486.0,503,48.0,22,True,157.0,pyprecice,pyprecice,https://precice.org/docs.html,2022-08-10 12:48:38,2.5.0,13520.0,506.0,25.0,,,https://pypi.org/project/pyprecice,201.0,https://anaconda.org/anaconda/pyprecice,3.0,precice/precice,https://hub.docker.com/r/precice/precice,2022-08-10 20:09:59.763283,8523.0,,-1.0
13,Atlite,data,['python'],,PyPSA/atlite,https://pypsa.org,BSD-2,Calculating Renewable Power Potentials.,https://github.com/PyPSA/atlite,2016-11-03 23:59:25,2023-01-26 12:33:56,2023-01-24 06:58:50,515,21.0,51.0,13.0,174.0,72.0,169,22.0,22,True,25.0,atlite,atlite,https://atlite.readthedocs.io/en/master/?badge=master,2023-01-11 12:55:29,0.2.10,,623.0,9.0,17.0,17.0,https://pypi.org/project/atlite,623.0,https://anaconda.org/anaconda/atlite,1.0,,,,,,
14,HELICS,cosimf,"['python', 'julia']",,GMLC-TDC/HELICS,https://helics.org/tools/,BSD-3,Framework to Integrate Simulators.,https://github.com/GMLC-TDC/HELICS,2017-06-01 17:03:19,2023-01-30 21:19:25,2023-01-20 20:58:32,3412,29.0,33.0,13.0,1876.0,540.0,84,38.0,22,True,65.0,helics,helics,,2023-01-20 21:48:22,3.4.0,16909.0,4002.0,54.0,,,https://pypi.org/project/helics,3721.0,https://anaconda.org/anaconda/helics,1.0,,,,,,
15,Power Grid Model,steady-state,['python'],,alliander-opensource/power-grid-model,https://github.com/alliander-opensource/power-grid-model,MPL-2.0,Steady-state distribution power system analysis.,https://github.com/alliander-opensource/power-grid-model,2022-01-20 12:31:31,2023-02-01 15:46:38,2023-01-23 09:17:57,1152,197.0,10.0,4.0,131.0,34.0,59,12.0,22,True,31.0,power-grid-model,,https://power-grid-model.readthedocs.io/en/stable/,2023-01-23 10:51:03,1.4.35,1098.0,16766.0,67.0,,,https://pypi.org/project/power-grid-model,16644.0,,2.0,,,,,,
16,matpower,steady-state,,,MATPOWER/matpower,https://matpower.org/,BSD-3,Steady state power flow simulation.,https://github.com/MATPOWER/matpower,2016-12-16 19:12:30,2023-01-09 21:18:59,2023-01-09 19:47:32,2296,54.0,127.0,29.0,36.0,114.0,292,12.0,21,True,12.0,matpower,,https://matpower.org/doc/,2020-10-08 23:57:49,7.1,158698.0,3185.0,4.0,,,https://pypi.org/project/matpower,68.0,,2.0,matpower/matpower,https://hub.docker.com/r/matpower/matpower,2022-12-23 05:36:43.825145,479.0,,
17,PowerSimulations.jl,steady-state,['julia'],,nrel-siip/powersimulations.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Optimization of Power Systems; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerSimulations.jl,2017-11-03 21:11:22,2023-02-01 22:55:06,2023-01-23 20:25:11,7370,160.0,45.0,16.0,672.0,221.0,197,29.0,21,True,21.0,,,https://nrel-siip.github.io/PowerSimulations.jl/latest/,2023-01-26 23:54:08,0.16.0,,,69.0,,,,,,2.0,,,,,,
18,PYPOWER,steady-state,['python'],,rwl/PYPOWER,rwl.github.io/PYPOWER/api/,BSD,Port of MATPOWER to Python.,https://github.com/rwl/PYPOWER,2009-05-22 12:14:47,2022-12-27 15:37:42,2022-06-24 05:19:46,342,,92.0,25.0,41.0,11.0,248,18.0,20,True,25.0,PYPOWER,pypower,http://rwl.github.io/PYPOWER/index.html,2021-03-22 22:06:27,5.1.15,,2253.0,13.0,74.0,74.0,https://pypi.org/project/PYPOWER,2253.0,https://anaconda.org/anaconda/pypower,3.0,hwanghust/pypower,https://hub.docker.com/r/hwanghust/pypower,2019-05-19 07:28:05.197725,16.0,,
19,powerplantmatching,data,['python'],,PyPSA/powerplantmatching,https://pypsa.org,BSD-2,Tools to combine multiple power plant databases.,https://github.com/PyPSA/powerplantmatching,2016-08-15 16:36:25,2023-01-31 09:26:27,2023-01-26 09:46:31,772,58.0,38.0,18.0,46.0,45.0,98,16.0,20,True,13.0,powerplantmatching,powerplantmatching,https://atlite.readthedocs.io/en/master/?badge=master,2022-12-21 12:34:38,0.5.5,37.0,143.0,12.0,14.0,14.0,https://pypi.org/project/powerplantmatching,143.0,https://anaconda.org/anaconda/powerplantmatching,3.0,,,,,,
20,PyPSA-Eur,steady-state,['python'],,PyPSA/pypsa-eur,https://pypsa.org,MIT,Optimisation Model of the European Transmission System.,https://github.com/PyPSA/pypsa-eur,2017-10-11 23:54:41,2023-02-02 14:02:43,2023-01-28 07:26:38,1208,57.0,110.0,14.0,290.0,119.0,170,34.0,19,True,56.0,,,https://pypsa-eur.readthedocs.io/en/latest/?badge=latest,2022-09-20 16:38:33,0.6.1,,0.0,9.0,,,,,,3.0,nimfetrisa/pypsa-eur,https://hub.docker.com/r/nimfetrisa/pypsa-eur,2022-04-11 21:54:31.539284,36.0,,
21,LTB andes,dynamic,"['python', 'jupyter', 'ltb', 'curent']",,cuihantao/andes,https://github.com/cuihantao/andes,GPL-3,Transient Stability Simulator; Part of CURENT LTB.,https://github.com/cuihantao/andes,2016-11-07 01:04:50,2023-02-02 01:53:34,2023-01-29 19:36:40,4342,78.0,69.0,15.0,246.0,42.0,146,19.0,19,True,3.0,andes,andes,https://docs.andes.app/en/stable/,2022-03-27 17:07:13,1.6.2,,374.0,18.0,8.0,8.0,https://pypi.org/project/andes,373.0,https://anaconda.org/anaconda/andes,1.0,cuihantao/andes,https://hub.docker.com/r/cuihantao/andes,2020-12-10 15:50:41.614180,110.0,,
22,PowerModels.jl,steady-state,['julia'],,lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,BSD,Power Network Optimization.,https://github.com/lanl-ansi/PowerModels.jl,2016-08-01 20:30:54,2023-01-07 04:21:58,2023-01-07 04:04:12,945,6.0,114.0,23.0,406.0,351.0,302,26.0,18,True,94.0,,,https://lanl-ansi.github.io/PowerModels.jl/stable/,2023-01-07 04:18:20,0.19.8,,,70.0,,,,,,3.0,,,,,,
23,GridPath,steady-state,['python'],,blue-marble/gridpath,https://www.gridpath.io/,Apache-2,Power system planning and operations.,https://github.com/blue-marble/gridpath,2016-08-12 18:13:28,2023-02-02 06:15:12,2023-01-24 20:38:40,1354,16.0,27.0,9.0,684.0,244.0,65,7.0,18,True,65.0,,,https://gridpath.readthedocs.io/en/latest/?badge=latest,2023-01-24 21:18:20,0.15.0,424.0,12.0,22.0,,,,,,3.0,,,,,,
24,OpenIPSL,dynamic,,,OpenIPSL/OpenIPSL,https://github.com/OpenIPSL/OpenIPSL,BSD-3,A library of power system models written with Modelica.,https://github.com/OpenIPSL/OpenIPSL,2016-04-16 09:09:47,2023-02-01 16:27:08,2023-01-23 08:50:43,1677,78.0,43.0,19.0,219.0,99.0,54,30.0,18,True,12.0,,,https://doc.openipsl.org,2022-06-23 13:05:59,3.0.1,478.0,5.0,15.0,,,,,,2.0,,,,,,
25,LightSim2Grid,steady-state,['python'],,BDonnot/lightsim2grid/,https://l2rpn.chalearn.org/,MPL-2.0,A fast backend for the Grid2Op.,https://github.com/BDonnot/lightsim2grid,2020-03-09 07:35:27,2023-01-25 17:56:38,2023-01-11 14:19:15,439,20.0,9.0,2.0,27.0,17.0,31,,18,True,13.0,LightSim2Grid,,https://lightsim2grid.readthedocs.io/en/latest/,2023-01-11 14:19:53,0.7.1,38.0,2487.0,14.0,18.0,18.0,https://pypi.org/project/LightSim2Grid,2482.0,,3.0,bdonnot/lightsim2grid,https://hub.docker.com/r/bdonnot/lightsim2grid,2022-02-01 17:50:28.347059,174.0,,
26,PowerSimulationsDynamics.jl,dynamic,['julia'],,NREL-SIIP/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Dynamic Power System simulations; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl,2020-07-16 19:36:16,2023-01-31 20:17:22,2023-01-31 20:06:54,2246,15.0,26.0,10.0,178.0,76.0,104,11.0,17,True,37.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2022-12-19 16:25:33,0.10.8,,,30.0,,,,,,2.0,,,,,,
27,Easy SimAuto,intf,['python'],,mzy2240/ESA,https://github.com/mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2023-01-18 19:02:18,2022-12-10 05:02:15,642,7.0,7.0,4.0,13.0,75.0,33,10.0,17,True,8.0,esa,,https://mzy2240.github.io/ESA/html/index.html,2022-12-10 04:28:14,1.3.4,,1076.0,14.0,3.0,3.0,https://pypi.org/project/esa,1076.0,,1.0,,,,,,-1.0
28,PyPSA-Eur-Sec,steady-state,['python'],,PyPSA/pypsa-eur-sec,https://pypsa.org,MIT,Sector-Coupled Optimisation Model of the European Energy System.,https://github.com/PyPSA/pypsa-eur-sec,2019-04-17 15:43:45,2023-01-30 13:32:43,2023-01-30 13:32:43,948,102.0,41.0,14.0,176.0,60.0,69,20.0,16,True,61.0,,,https://pypsa-eur-sec.readthedocs.io/en/latest/?badge=latest,2021-10-04 16:15:09,0.6.0,,,6.0,,,,,,3.0,,,,,,
29,EGRET,steady-state,['python'],,grid-parity-exchange/Egret,https://github.com/grid-parity-exchange/Egret,BSD,Tools for Power Systems Optimization Modeling.,https://github.com/grid-parity-exchange/Egret,2019-01-28 18:41:03,2022-12-14 17:11:59,2022-12-14 17:11:06,1032,4.0,42.0,14.0,219.0,37.0,99,38.0,15,True,42.0,,,,2022-12-13 23:31:12,0.5.3,,,4.0,2.0,2.0,,,,3.0,,,,,,
30,OpenDSSDirect.py,intf,['python'],,dss-extensions/OpenDSSDirect.py,https://www.epri.com/pages/sa/opendss,MIT,A direct library interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.py,2017-06-20 19:18:22,2022-12-13 20:11:45,2022-12-13 19:59:34,368,1.0,19.0,13.0,30.0,73.0,66,3.0,15,True,15.0,OpenDSSDirect.py,opendssdirect.py,https://dss-extensions.org/OpenDSSDirect.py/,2022-07-16 16:36:44,0.7.0,,2127.0,13.0,,,https://pypi.org/project/OpenDSSDirect.py,2127.0,https://anaconda.org/anaconda/opendssdirect.py,2.0,,,,,,
31,py-dss-interface,intf,['python'],,PauloRadatz/py_dss_interface,https://github.com/PauloRadatz/py_dss_interface,MIT,A package for access to direct dll version of OpenDSS.,https://github.com/PauloRadatz/py_dss_interface,2020-06-12 18:58:36,2022-11-23 19:57:55,2022-11-23 19:57:53,430,41.0,6.0,6.0,44.0,21.0,15,5.0,15,True,32.0,py-dss-interface,,https://py-dss-interface.readthedocs.io/en/latest/,2022-07-23 19:49:38,1.0.3,,187.0,1.0,15.0,15.0,https://pypi.org/project/py-dss-interface,187.0,,2.0,,,,,,-2.0
32,PyDSS,intf,['python'],,NREL/PyDSS,https://www.nrel.gov/grid/pydss.html,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NREL/PyDSS,2018-10-16 15:59:07,2023-01-24 20:36:53,2023-01-24 20:33:41,777,7.0,15.0,7.0,96.0,9.0,24,23.0,14,True,14.0,pydss,,https://nrel.github.io/PyDSS/index.html,2023-01-24 20:36:53,2.2.4,,10.0,10.0,2.0,2.0,https://pypi.org/project/pydss,10.0,,3.0,,,,,,
33,PowerSystems,dynamic,,,modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2022-11-01 12:59:23,2022-06-19 16:27:27,186,,33.0,31.0,17.0,25.0,47,10.0,13,True,9.0,,,https://build.openmodelica.org/Documentation/PowerSystems.html,2018-11-12 21:15:19,1.0.0,,,5.0,,,,,,3.0,,,,,,-1.0
34,GasModels.jl,gasnet,['julia'],,lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2022-11-22 22:18:53,2022-11-22 22:16:01,1011,1.0,13.0,9.0,107.0,98.0,56,11.0,11,True,45.0,,,https://lanl-ansi.github.io/GasModels.jl/latest/,2022-07-25 23:24:15,0.9.2,,,19.0,,,,,,3.0,,,,,,-1.0
35,PowerGraphics,vis,['julia'],,nrel-siip/powergraphics.jl,https://www.nrel.gov/analysis/siip.html,BSD-3,Visualization for PowerSimulations; Part of the SIIP at NREL.,https://github.com/NREL-SIIP/PowerGraphics.jl,2020-02-19 23:29:27,2023-02-01 21:15:54,2023-02-01 21:15:54,517,6.0,8.0,8.0,74.0,20.0,20,9.0,11,True,10.0,,,https://nrel-siip.github.io/PowerSimulationsDynamics.jl/stable/,2022-08-27 12:40:34,0.12.1,,,32.0,,,,,,1.0,,,,,,
36,RLGC,mrl,"['python', 'jupyter']",,RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43,2022-04-08 07:12:43,90,,27.0,4.0,3.0,10.0,81,4.0,9,True,4.0,,,,2020-12-23 06:10:29,V1.0.0_RC,,,2.0,,,,,,3.0,,,,,,
37,STEPS,dynamic,,,changgang/steps,https://github.com/changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,2019-08-24 12:09:47,2022-09-26 10:45:08,2022-04-13 13:08:17,532,,11.0,2.0,,1.0,27,3.0,8,True,,,,https://github.com/changgang/steps/wiki/,2020-09-27 10:38:25,1.4,8.0,0.0,4.0,5.0,5.0,,,,3.0,,,,,,
38,OpenHybridSim,dynamic,,,OpenHybridSim/OpenHybridSim-code,https://github.com/OpenHybridSim/OpenHybridSim-code,BSD-3,Power system EMT-TS hybrid simulation.,https://github.com/OpenHybridSim/OpenHybridSim-code,2015-01-17 03:59:14,2020-05-05 20:35:13,2020-05-05 20:35:12,16,,5.0,5.0,,,7,,6,False,1.0,,,,,,,,,,,,,,3.0,,,,,,
39,andes_gym,mrl,"['python', 'curent']",,cuihantao/andes_gym,https://github.com/cuihantao/andes_gym,GPL-3,ANDES RL Environment for OpenAI Gym.,https://github.com/cuihantao/andes_gym,2020-04-19 18:18:34,2022-01-28 19:53:49,2022-01-28 19:53:49,31,,3.0,2.0,1.0,,7,2.0,6,False,,andes,andes,,,,,373.0,,,,https://pypi.org/project/andes,373.0,https://anaconda.org/anaconda/andes,3.0,,,,,,
40,Large-scale Testbed (LTB),cosimps,"['python', 'ltb', 'curent']",,CURENT/ltb2,https://github.com/CURENT/ltb2,GPL-3.0,"CURENT Large-scale Testbed, with Self-Developed Engine.",https://github.com/CURENT/ltb2,2022-04-17 02:37:34,2022-11-30 18:18:37,2022-11-30 18:10:41,35,7.0,1.0,,,,4,3.0,5,True,3.0,,,,,,,,,,,,,,1.0,,,,,,
41,LTB DiME,msg,"['ltb', 'curent']",,CURENT/dime,https://github.com/CURENT/dime,GPL-3.0,Distributed Messaging Environment; Part of CURENT LTB.,https://github.com/CURENT/dime,2022-04-06 15:10:35,2022-11-23 01:43:10,2022-11-23 01:43:10,263,6.0,1.0,,2.0,,1,3.0,5,True,,,,https://ltbdime.readthedocs.io/en/latest/,,,,,,,,,,,1.0,,,,,,
42,LTB AGVis,vis,"['ltb', 'curent']",,CURENT/agvis,https://github.com/CURENT/agvis,GPL-3.0,Geographical Visualization for Power Grid; Part of CURENT LTB.,https://github.com/CURENT/agvis,2019-08-30 19:15:27,2022-11-30 18:10:01,2022-11-30 18:09:51,312,8.0,4.0,1.0,17.0,,1,7.0,5,True,,,,https://agvis.readthedocs.io/en/latest/,,,,,,,,,,,3.0,,,,,,
43,EasySimauto.jl,intf,['julia'],,mzy2240/EasySimauto.jl,https://github.com/mzy2240/EasySimauto.jl,Apache-2.0,Julia interface for EasySimAuto and PowerWorld.,https://github.com/mzy2240/EasySimauto.jl,2022-09-16 15:59:20,2022-09-27 15:08:26,2022-09-17 15:46:13,11,,,1.0,,2.0,4,,4,True,,,,,2022-09-27 15:08:27,0.1.0,,,1.0,,,,,,3.0,,,,,,
44,GSEIM,pe,['python'],,gseim/gseim,https://github.com/gseim/gseim,GPL-3.0,Interface Python to Ngspice and Xyce.,https://github.com/gseim/gseim,2021-06-08 11:11:31,2022-10-06 04:40:05,2022-09-21 16:45:39,51,,1.0,2.0,14.0,4.0,2,3.0,3,True,1.0,,,https://gseim.github.io/build/html/index.html,,,,,,,,,,,1.0,,,,,,
